_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,did_you_read_the_article,did_you_read_the_article:confidence,is_constructive,is_constructive:confidence,is_toxic_popular_answer_1,is_toxic_popular_answer_2,is_toxic:confidence_answer1,is_toxic:confidence_answer2,your_comments,orig__golden,comment,did_you_read_the_article_gold,globe_url,is_constructive_gold,is_constructive_gold_reason,is_toxic_gold,title,url,your_comments_gold
1190863096,FALSE,finalized,3,3/28/2017 01:48:00,1,1,no,0.6667,2,,1,,"

",FALSE,"I great intelligent and funny read by the author once again, but I think she exceeded her own high standards this time. Loved her writing...Unfortunately, it seems to get lost on most posters who only see this as a great chance to pile on Apple as if Apple is the only one who does this. She could have written about many companies and achieved the same goal. It´s not about Apple people - it´s about us. Blinded by the hate I suppose...",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863097,FALSE,finalized,3,3/28/2017 02:04:32,1,1,yes,1,1,2,0.6718,0.3282,"

",FALSE,"That's actually a really good point! When people spend north of $10K on a watch, they expect it to last the rest of their lives or at least a good long time. Apple is going to have to ensure the Watch is compatible with future iPhones too. If they end up obsolescing the $13K watch in two years they will generate quite the backlash.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863098,FALSE,finalized,3,3/28/2017 02:04:32,1,1,yes,0.6641,1,2,0.6718,0.3282,"

",FALSE,"David, I would be surprised if the electronics cost $20- to manufacture but they will cost consumers $400 or so at the retail level.  And, yes, 3 months is an ironic exaggeration.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863099,FALSE,finalized,3,3/28/2017 02:04:32,1,1,no,1,1,,1,,"

",FALSE,"Yeah, the next iteration will be released in 3 months and the electronics is only worth 20 bucks - right!",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863100,FALSE,finalized,3,3/28/2017 02:04:32,1,1,yes,0.6641,2,,1,,"

",FALSE,"Call me immature but I find this so hilarious as to post one more comment.Will the $13,000- gold model be obsolete when the next iteration is released in 3 months time or will you be able to replace the $20- electronic module by popping the old one out and inserting the new one?",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863101,FALSE,finalized,3,3/28/2017 02:06:15,1,1,no,0.6718,1,,1,,"spam comment
This strays away from the topic
",FALSE,"Your article “As technology marches”. . .  mirrors my own emotional / psychological experience of technology.How do you put AC Milan, Chelsea FC & Vancouver Canucks in the same sentence?     Thought Technology Ltd.! http://tinyurl.com/l5866xc We are in our 41st year, as a Medical Instrumentation Manufacturer. The Biofeedback Federation of Europe BFE Annual Meeting - March 24-28, 2015  - Rome  Meet the Presenters - Workshop Abstracts - http://bfe-meeting.blogspot.ca/p/workshop-abstracts.html  The BFE will host 2 two day Elite Sport Performance Workshops:http://bfe-meeting.blogspot.ca/2014/12/workshop-dr-lindsay-thornton.html  - Workshop - Dr. Lindsay Thornton http://bfe-meeting.blogspot.ca/2015/01/workshop-dr-penny-werthner.html   - Workshop - Dr. Penny Werthner & Marc Saab, MEng.These 4 days of workshops are from two Female Elite Sport Psychologists, who are MOST newsworthy. Lindsay is Canadian and the Head of Sport Psychophysiology for the USOC! https://www.youtube.com/watch?v=IHMO91TvY2Y Dr. Penny Werthner was the Head of Sport Psych at U of Ottawa, and this year became the Head of Kinesiology at University of Calgary.Both are gifted, with Gold Medal Results. They are the pinnacle of Sport Psychology, and are at the Vatican University, showing Canadian Accomplishment!Sincerely yours, Lawrencehttp://www.thoughttechnology.com/blog/wp/?works-categories=sports http://www.thoughttechnology.com/blog/wp/?works-categories=medical http://www.thoughttechnology.com/blog/wp/?works-categories=consumer  ",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863102,FALSE,finalized,3,3/28/2017 02:06:15,1,1,no,1,2,1,0.6641,0.3359,"

",FALSE,Where do you get 'simple' from?,,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863103,FALSE,finalized,3,3/28/2017 02:06:15,1,1,no,0.6718,1,2,0.6718,0.3282,"

",FALSE,"Great article.  The watch (v01) is pretty simple and not all that appealing.  BUT just you wait when 28m people have one, and the apps start flowing to all smart watches, and v02 comes out.  THEN it will might be something interesting.  ",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863104,FALSE,finalized,3,3/28/2017 02:06:15,1,1,yes,0.6641,1,,1,,"

",FALSE,"Innovation is the critical component to improving our lives, whether for basic information technology or health and well being. Canada is almost trailing the industrial world in the use of electronic health records and our joy of waging war on drug companies keeps us in the last quartile of pharmaceutical innovation because we can't afford the cost of risk, research and development.  It appears we enjoy adopting some technology at a fast pace but we assume the barrier to other technologies, primarily controlled by government, are not as important.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863105,FALSE,finalized,4,3/28/2017 02:40:50,1,1,yes,1,1,,1,,"


",FALSE,"'Those who cannot remember the past are condemned to repeat it' - George SantayanaBut there is no scientific evidence to conclude any problems in wearing such a device.p.s. it is the 'Apple Watch', not an 'iWatch'",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863106,FALSE,finalized,4,3/28/2017 02:40:50,1,1,yes,1,2,1,0.5117,0.4883,"


",FALSE,"I bought an Apple II computer in 1980. The tech geeks at the time panned it. When the MAcintosh was introduced in 1984 it was panned, as inferior to the more adaptable MSDOS system. When the iPod was introduced it was panned as inferior to MP3. The iPad was panned as unnecessary. The first iPhone was panned. Was there ever an apple product that was not panned when first introduced? The fact is that most technological innovations take off and transform our ways of doing things in ways the critics always fail to anticipate. That's why they are critics and not inventors and transformers of human culture.That said, the main potential benefits of iWatch I see are identification, device control and health monitoring. However, a lot of health geeks go to great lengths to reduce microwave and EMF exposure, so wearing an emitter of microwaves and EMF on the body all the time would be problematic.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863107,FALSE,finalized,4,3/28/2017 02:40:50,1,1,no,1,2,1,0.5117,0.4883,"


",FALSE,"Nice shot, GV1.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863108,FALSE,finalized,4,3/28/2017 02:40:50,1,1,no,1,1,,1,,"


",FALSE,You'd be a real test for a standup act. ,,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863109,FALSE,finalized,4,3/28/2017 02:41:28,1,1,yes,0.5117,1,,1,,"


",FALSE,"We stocked up on incandescent bulbs, so we have a lifetime left of the nice warm light they emit.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863110,FALSE,finalized,4,3/28/2017 02:41:28,1,1,yes,0.7462,1,2,0.7421,0.2579,"


",FALSE,"I've changed all my incandescent bulbs, except the fridge one, About 50 in total and my electric bills keep going up. The saving they touted were imaginary. They forced us to buy them knowing the rates would go up. Guess they hoped we wouldn't notice or care as much. ",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863111,FALSE,finalized,4,3/28/2017 02:41:28,1,1,yes,1,1,,1,,"


",FALSE,"The fact it measure heart rate, blood pressure, etc is what worries me the most.This could very well be one more step in the march towards big brother.  Insurance companies will love that they can retrieve this information when making policy decisions, on signing them and paying them.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863112,FALSE,finalized,4,3/28/2017 02:41:28,1,1,yes,1,1,,1,,"


",FALSE,"The Smart Watch will help people with blood pressure and heart ailments  to monitor their vital signs but, unfortunately for the rest of us, it wont cure Ms. Renzetti's myopia.Ms. Renzetti uses a Blackberry. Perhaps she can remember back to 'the good old days'  before mobile phones were invented when she used a land line. She wouldn't have seen the need or use for mobile phones either.Ms. Renzetti doesn't need to change the thermostat from across the room but a person with mobility issues and  living alone would  find it a blessing.The new LED light bulbs will replace incandescent bulbs  not because 'invention is the mother of necessity' but because the  'necessity is the mother of invention'. The bulbs reduce power consumption by over 85% saving all of us  big $$$, including Ms. Renzetti.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863113,FALSE,finalized,4,3/28/2017 05:14:39,1,1,yes,0.7478,1,2,0.7478,0.2522,"


",FALSE,"(In reply to:The Smart Watch will help people with blood pressure and heart ailments to monitor their vital signs but, unfortunately for the rest of us, it wont cure Ms. Renzetti's myopia. Ms. Renzetti uses a...-- willwont) I've changed all my incandescent bulbs, except the fridge one, About 50 in total and my electric bills keep going up. The saving they touted were imaginary.They forced us to buy them knowing the rates would go up. Guess they hoped we wouldn't notice or care as much.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863114,FALSE,finalized,4,3/28/2017 05:14:39,1,1,yes,1,1,,1,,"


",FALSE,"(In reply to:The Smart Watch will help people with blood pressure and heart ailments to monitor their vital signs but, unfortunately for the rest of us, it wont cure Ms. Renzetti's myopia. Ms. Renzetti uses a...-- willwont) The fact it measure heart rate, blood pressure, etc is what worries me the most.This could very well be one more step in the march towards big brother. Insurance companies will love that they can retrieve this information when making policy decisions, on signing them and paying them.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863115,FALSE,finalized,4,3/28/2017 05:14:39,1,1,no,0.7668,1,,1,,"


",FALSE,"(In reply to:I've changed all my incandescent bulbs, except the fridge one, About 50 in total and my electric bills keep going up. The saving they touted were imaginary. They forced us to buy them knowing the...-- Trader Rick) We stocked up on incandescent bulbs, so we have a lifetime left of the nice warm light they emit.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863116,FALSE,finalized,4,3/28/2017 05:14:39,1,1,yes,0.7377,1,2,0.7377,0.2623,"


",FALSE,"(In reply to:This was an informative and humorous article showing the lack of utility of another piece of pointless electronic junk being foisted on the public to swell Apple's coffers. Hopefully it will flop...-- DennisCasaccio) I followed you thoughts until you used the code word, 'coffers', something I hear the union bosses use when deriding someone's profit from exceptional effort, hard work, risk and the use of their own capital.You're dismissed now.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863117,FALSE,finalized,4,3/28/2017 03:21:17,1,1,no,0.5146,1,2,0.7478,0.2522,"


",FALSE,'union bosses'? You mean democratically elected union leaders? The one who object to *their* bosses pretense that all economic activity is the result of a handfull of VERY IMPORTANT MEN? Who object to the bizarre notion that workers don't matter?,,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863118,FALSE,finalized,4,3/28/2017 03:21:17,1,1,yes,1,1,,1,,"


",FALSE,"(In reply to:Humorous, yes. But informative, no. And how cynical of you. Just because *you* do not 'get' something, does not make it junk. For it is always easier for the people who create nothing to...-- David G. Lewis) David, don't assume that those who criticize create nothing. As for cynicism there is far too little of it around these days. If the Apple watch was a 'better mousetrap' then I would concede it's merit however it does nothing that their other devices don't do and needs an IPhone to use.And, Thomas Toronto, I would greatly prefer it if there were no need for unions however we all know what that leads to and it ain't fair treatment of workers. Galbraith coined a term called 'countervailing power' to avoid the consequences of a vacuum and unions are but one example.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863119,FALSE,finalized,4,3/28/2017 03:21:17,1,1,yes,1,1,,1,,"


",FALSE,"(In reply to:Humorous, yes. But informative, no. And how cynical of you. Just because *you* do not 'get' something, does not make it junk. For it is always easier for the people who create nothing to...-- David G. Lewis) @DennisCasaccio,So what do you base your decision on? You have not seen one in person, nor touched one. And you most likely do not know anyone who has.But even reading the marketing materials from the various manufactures reveals that there are differences. Will people find them useful and compelling? Time will tell.But to pronounce judgement at this point in time is nothing but pure bluster.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863120,FALSE,finalized,4,3/28/2017 03:21:17,1,1,yes,0.7478,1,,1,,"


",FALSE,"(In reply to:Humorous, yes. But informative, no. And how cynical of you. Just because *you* do not 'get' something, does not make it junk. For it is always easier for the people who create nothing to...-- David G. Lewis) David,This is my opinion only; I don't pretend to speak for others but for me a product that offers nothing but further miniaturization where miniaturization is of little benefit is called marketing, not utility.Others no doubt will feel differently, and as you say, find them useful and compellinghowever that is for them to decide.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863121,FALSE,finalized,3,3/28/2017 05:31:32,1,1,yes,1,1,,1,,"

",FALSE,"'Time to stand!' The Apple Watch will remind you periodically. 'Time to stand up and move for one minute.' This is odd, because in all other ways the device seems designed to ensure that your limbs atrophy and fall off. '----------------Another Saturday start made more tolerable with the imagery in this and other paragraphs.The best humour is indeed based on exaggeration, as Gable and Renzetti demonstrate, so very well.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863122,FALSE,finalized,3,3/28/2017 05:31:32,1,1,yes,0.6667,1,,1,,"

",FALSE,"Your article 'As technology marches'. . . mirrors my own emotional / psychological experience of technology.How do you put AC Milan, Chelsea FC &amp; Vancouver Canucks in the same sentence? Thought Technology Ltd.! http://tinyurl.com/l5866xcWe are in our 41st year, as a Medical Instrumentation Manufacturer.The Biofeedback Federation of Europe BFE Annual Meeting - March 24-28, 2015 - Rome Meet the Presenters - Workshop Abstracts -http://bfe-meeting.blogspot.ca/p/workshop-abstracts.htmlThe BFE will host 2 two day Elite Sport Performance Workshops:http://bfe-meeting.blogspot.ca/2014/12/workshop-dr-lindsay-thornton.html - Workshop - Dr. Lindsay Thorntonhttp://bfe-meeting.blogspot.ca/2015/01/workshop-dr-penny-werthner.html - Workshop - Dr. Penny Werthner &amp; Marc Saab, MEng.These 4 days of workshops are from two Female Elite Sport Psychologists, who are MOST newsworthy.Lindsay is Canadian and the Head of Sport Psychophysiology for the USOC! https://www.youtube.com/watch?v=IHMO91TvY2YDr. Penny Werthner was the Head of Sport Psych at U of Ottawa, and this year became the Head of Kinesiology at University of Calgary.Both are gifted, with Gold Medal Results. They are the pinnacle of Sport Psychology, and are at the Vatican University, showing Canadian Accomplishment!Sincerely yours,Lawrencehttp://www.thoughttechnology.com/blog/wp/?works-categories=sportshttp://www.thoughttechnology.com/blog/wp/?works-categories=medicalhttp://www.thoughttechnology.com/blog/wp/?works-categories=consumer",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863123,FALSE,finalized,3,3/28/2017 05:31:32,1,1,yes,0.6667,1,3,0.6667,0.3333,"

",FALSE,"I don't know if the tech barons have noticed but it gets tiring, and sort of pointlessly expensive, to constantly buy the new and improved, maybe that is the way of the future...I suspect, though, with increasing concern about garbage, just even the amounts not to mention toxicity, there are more likely to be increasing problems rather than advertised sales. Betting on the narrow minded expectations of a few, sort of leaves out a world wide group who are doing something else, something different. Maybe I am wrong, but I suspect a narrow view is less flexible, less able to handle change. At one time Apple was different, now it is the establishment...",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863124,FALSE,finalized,3,3/28/2017 05:31:32,1,1,yes,0.6667,1,,1,,"

",FALSE,"(In reply to:The idea of actually using a watch--the old-fashioned pocket kind or the one many people still used strapped to their wrist (the very first models were called 'strap watches') is, in itself...-- Rich Mole) I got a watch for graduation 35+ years ago. No sooner did I put it on than the strap broke. I put it away intending to get a new strap. Five years later I got around to getting a strap. It was 15 minutes later the battery went dead. So I have worn a watch for about 15 minutes of my life.Oddly I seem to always know what time it is, give or take 10 minutes. It can be a pitch black overcast night and the wife will ask what time it is, I go 'its quarter after two' she goes to the kitchen and it is 10 after.I don't use an alarm clock, don't wear a watch, yet somehow I sense the time of day.Then as Nebuly said, there are clocks everywhere when it gets down to a matter of a few minutes. Anywhere where things are time sensitive there are clocks around.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863125,FALSE,finalized,3,3/28/2017 05:42:30,1,1,no,0.6667,1,2,0.6667,0.3333,"

",FALSE,"I great intelligent and funny read by the author once again, but I think she exceeded her own high standards this time. Loved her writing...Unfortunately, it seems to get lost on most posters who only see this as a great chance to pile on Apple as if Apple is the only one who does this. She could have written about many companies and achieved the same goal. It's not about Apple people - it's about us. Blinded by the hate I suppose...",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863126,FALSE,finalized,3,3/28/2017 05:42:30,1,1,yes,1,1,,1,,"

",FALSE,"Information overload is real. And very stressful.The tech revolution is like all revolutions before it. It began with idealism, hope and awesome innovations. Then came the disruptions to the status quo.The arts have suffered dreadfully. Recent reports show incomes for musicians, writers, and artists are way down from a decade ago. But the Tech Rebels scoff at this and call us to look to the Brave New World of Free Information, Art, and Music.One might ask where those who once were paid to write and sing will find money to eat, but that just makes you a reactionary and a counter-revolutionary. Food can now be printed on one's 3-D printer, says the Comrade of Tech.I'm tempted to scoff, 'Let them eat Bits &amp; Bytes', but that is a trademarked name.I listened to Douglas Coupland, who is sounding like a tech party hack more and more, talk about not being able to remember what it was like to not have the Internet. He has a Wired Brain now. And he offered an anecdote to prove it, only the anecdote proved to be vague and flat and unpersuasive (like everything Mr Coupland has written after Generation X).My library has ditched half its collection in the past two years in the naive belief we'll soon be fully digital and want to be fully digital. But the avid readers I know still prefer paper to screens, except when travelling. And though I love my Netflix, streaming is ephemeral with limited selection and brief windows of opportunity.Revolutions, as we know, do not lead to utopian worlds where everyone is free and equal. There's an Orwellian perversity to Tech Rebel's claims that Net Neutrality will bring about an Earthly Paradise when what we really see is a move to One Bookstore, One Taxi Dispatcher, One Encyclopedia, and One Index to the Whole World.The Robber Barons of the Gilded Age have returned and joining them are the Silicon Sultans of the Information Age. And we're called Users, like a drug addict, and yet we are the ones being used. The Bread and Circuses of the Internet keep us entertained while wealth and power becomes concentrated into the hands of a very select few.Aldous Huxley, Douglas Adams, and Neil Postman had it right. We are amusing ourselves to death. And I'm reminded of that scene in Ninotchka where Melvyn Douglas turns on the radio while romancing Greta Garbo and says his radio is 'a little box that you buy on the installment plan and before you tune it in, they tell you there's a new model out.'Who's watching the smart watchmen?",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863127,FALSE,finalized,3,3/28/2017 05:42:30,1,1,no,0.6667,1,,1,,"

",FALSE,"(In reply to:Apple stuff consist of 95% marketing nonsense and 5% substance. But for the Apple Watch, its 100% hyperbolic nonsense. Apple knows it and thrive on it. It knows it can count of millions of young...-- Tom Z) You've never used an Apple product have you?",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863128,FALSE,finalized,3,3/28/2017 05:42:30,1,1,no,0.6667,1,,1,,"

",FALSE,"(In reply to:Call me immature but I find this so hilarious as to post one more comment. Will the $13,000- gold model be obsolete when the next iteration is released in 3 months time or will you be able to...-- DennisCasaccio) Yeah, the next iteration will be released in 3 months and the electronics is only worth 20 bucks - right!",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863129,FALSE,finalized,3,3/28/2017 05:43:46,1,1,yes,0.6667,1,,1,,"

",FALSE,"(In reply to:PRINCIPLE: The purpose of technology is to serve humankind, not the other way around. APPLICATION: Instead of buying a $500 Apple Watch, buy a $500 Seiko and enjoy a real watch.-- Excimer) Wow, Seiko's cost that much? For half that you can buy a 75 year old Bulova, which will run another 75 years.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863130,FALSE,finalized,3,3/28/2017 05:43:46,1,1,no,0.6667,1,,1,,"

",FALSE,"(In reply to:I had a health scare last year, and ended up being admitted to Royal Inland Hospital in Kamloops for a few days (all ended up being well, but it was a bit scary at first). As I lay in Emergency the...-- Nebuly) Love my Classic and it's 800 plus 'albums'. Don't love the iTunes program.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863131,FALSE,finalized,3,3/28/2017 05:43:46,1,1,yes,0.6667,1,,1,,"

",FALSE,"(In reply to:I had a health scare last year, and ended up being admitted to Royal Inland Hospital in Kamloops for a few days (all ended up being well, but it was a bit scary at first). As I lay in Emergency the...-- Nebuly) Nothing wrong with using something until it wears out. Nothing at all. But the pace of technological advancement is quite compared to the Walkman era. And time stands still for no one.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
1190863132,FALSE,finalized,3,3/28/2017 05:43:46,1,1,yes,1,1,,1,,"

",FALSE,"(In reply to:I had a health scare last year, and ended up being admitted to Royal Inland Hospital in Kamloops for a few days (all ended up being well, but it was a bit scary at first). As I lay in Emergency the...-- Nebuly) But with the latest iPhone or iPad you can check the weather, take pictures, have a FaceTime chat with a loved one in another city (anywhere in the world, really), send and receive email, browse the web, track your BP, play a game while waiting for a bus, look up a word in a dictionary, check a fact pertinent to a discussion you're having, check how your team is doing in the standings, shop, research your next big purchase, read a PDF, look up a recipe, tune an instrument, translate a phrase into a another language...I could literally go on for a couple days to enumerate the hundreds of thousands of things you can do with a smartphone.Point is: why would you want to make do with less? You know, for most of human history, people couldn't store thousands of songs in a compact device that could play those songs through discrete little earbuds, so why draw the line there? Why draw the line at electricity, plumbing, central heating and air conditioning, automobiles, airplanes, sewage systems, radio, television,... again, I could go on for days.Point is, you appear to have drawn a line in the sand (probably around age 49) and you consider everything that was invented up until that point was 'necessary' and everything after that point was 'excessive'.",,http://www.theglobeandmail.com/opinion/as-technology-marches-inexorably-oninvention-becomes-the-mother-of-necessity/article23462276/,,,,Apple Watch: It's the precise opposite of a labour-saving device,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/watch.html,
